date,NA,Nafire,TA,Tafire
3/29/82,10.1070678,10.9570974,10.75841293,10.5715842
3/30/82,8.639705208,9.070103385,9.358194444,8.911331858
3/31/82,7.39644592,7.722976128,8.036425087,7.612234635
4/1/82,6.597178385,6.891591146,7.118366667,6.789573872
4/2/82,5.969290799,6.173946007,6.445300694,6.112198264
4/3/82,5.551415278,5.761017708,5.984296094,5.689503038
4/4/82,7.261222222,7.680005035,7.819927691,7.495656684
4/5/82,5.019907118,5.235807552,5.366339063,5.164450868
4/6/82,4.775342361,5.022241927,5.09635434,4.949324566
4/7/82,4.602350955,4.869335069,4.785866493,4.792925087
4/8/82,4.280927083,4.699645573,4.525063021,4.534572656
4/9/82,4.171935851,4.845445313,4.403044705,4.533178993
4/10/82,16.54439809,18.95911875,17.67094627,18.57007908
4/11/82,35.38414705,34.25095781,34.54427144,35.18820816
4/12/82,18.43795417,18.40087031,18.61714427,18.46499349
4/13/82,13.26616372,13.15848264,13.59821102,13.22343299
4/14/82,11.05911354,10.96938646,11.27055651,11.02869783
4/15/82,9.240678733,9.721488021,9.361496354,9.425555208
4/16/82,8.102414757,9.635587587,8.248557552,8.669765451
4/17/82,7.562045833,9.885843229,7.758752083,8.457001042
4/18/82,7.350800347,10.88593142,7.630858941,9.389370747
4/19/82,7.267250521,11.27004757,7.662136806,9.165595833
4/20/82,7.222776302,12.17082682,7.774022569,9.433828038
4/21/82,7.408325347,13.79266033,8.122958594,10.11533724
4/22/82,7.925465799,16.34861944,8.762520226,12.52925781
4/23/82,10.56212422,20.09200894,12.4741105,16.78251927
4/24/82,10.38787908,20.88687431,11.78038446,16.50253403
4/25/82,12.01030616,22.97604314,13.57267483,19.09377934
4/26/82,12.83858333,25.90317257,14.2723197,19.85230451
4/27/82,14.4263099,30.49896597,16.0668862,23.22169688
4/28/82,16.59194514,28.53477995,18.33376233,24.01058811
4/29/82,19.0570408,28.44992786,19.15175347,26.07066493
4/30/82,19.09933594,29.84508854,20.89595286,26.42469488
5/1/82,20.92654913,28.27434549,22.4876776,25.86202509
5/2/82,23.35508229,27.06953889,25.34732326,26.90816172
5/3/82,26.41988194,28.71847378,27.55282292,29.53634983
5/4/82,28.46943689,28.39787934,30.32842561,28.72557639
5/5/82,30.00670608,28.11503568,31.10318385,28.98986797
5/6/82,30.44602934,27.80019418,30.5202467,29.12139818
5/7/82,29.44080773,28.61524679,28.75338646,29.50276649
5/8/82,29.45718524,29.17831944,28.8457,30.38727543
5/9/82,34.56205391,31.94945451,33.9600625,33.48344323
5/10/82,25.95902405,22.62205156,25.52672214,23.62274236
5/11/82,24.32733672,21.18347292,23.14467413,22.9201928
5/12/82,21.85264453,20.10029418,21.52660295,20.89525434
5/13/82,22.13109618,20.91589184,21.95629922,21.48133655
5/14/82,24.62747535,23.06431111,24.41220234,22.66141719
5/15/82,25.82472682,22.91553446,25.58947196,24.17650738
5/16/82,26.68344792,22.91386884,26.91201545,23.9210303
5/17/82,25.98690069,22.97877405,25.5650191,24.26686528
5/18/82,24.83607569,21.38361988,24.37312899,22.79800069
5/19/82,24.46611285,20.12764609,24.04042604,22.23283698
5/20/82,24.22786076,20.541423,23.84349523,21.96267283
5/21/82,24.59159332,21.42353507,24.24714635,22.74970095
5/22/82,26.25795182,22.80320859,25.83606684,24.26245747
5/23/82,29.21599236,25.10860061,28.69788255,27.75534983
5/24/82,26.99693976,25.23755451,26.41839575,27.0666658
5/25/82,26.49069583,22.99710269,25.86828247,24.75765252
5/26/82,28.97081823,22.49226372,28.48904635,24.29060269
5/27/82,28.3055974,21.74829358,27.90630556,23.38726632
5/28/82,25.16920408,19.01480095,24.83377248,20.51353958
5/29/82,21.42131536,16.758423,21.10965955,18.12807457
5/30/82,19.326327,16.25618967,19.04617925,17.46409054
5/31/82,18.25110512,16.46293932,17.96495165,17.58312179
6/1/82,16.25631719,14.76323446,15.97500035,15.8097717
6/2/82,16.08608941,14.11334167,15.86524852,14.98993325
6/3/82,14.79242014,13.32916632,14.57050382,14.09488212
6/4/82,14.81482031,13.08133915,14.58007439,13.79370642
6/5/82,12.83376476,10.96791042,12.63214401,11.53492821
6/6/82,11.01500382,9.543837153,10.85719488,10.07662726
6/7/82,9.783109375,8.531930469,9.644202344,8.981892969
6/8/82,9.136741927,8.115799566,9.019140451,8.498065017
6/9/82,9.592205729,8.191173611,9.494880642,8.515188455
6/10/82,9.63568125,8.739792795,9.554715625,9.019894271
6/11/82,9.167796354,9.134832552,9.096402431,9.378993316
6/12/82,8.833898351,8.368997135,8.782967014,8.580699653
6/13/82,8.477125087,7.881442969,8.429186458,8.063245486
6/14/82,8.670617448,8.081132899,8.632297917,8.233559028
6/15/82,8.782864323,8.106662326,8.750798785,8.233037674
6/16/82,9.193673351,8.574994097,9.166201823,8.67827526
6/17/82,9.18424158,8.63861849,9.164336458,8.721491233
6/18/82,13.36139774,14.6277072,13.33759036,14.06344514
6/19/82,9.636463281,9.28125408,9.618029688,9.337999306
6/20/82,8.33450651,8.035521181,8.319950347,8.076333507
6/21/82,7.669855556,7.483011024,7.658409462,7.511807378
6/22/82,7.297755382,7.157717622,7.289514149,7.176407378
6/23/82,6.952826563,6.88400217,6.947381684,6.894570313
6/24/82,6.55544184,6.541419444,6.553487326,6.544642361
6/25/82,6.265491059,6.233033941,6.26414592,6.230502778
6/26/82,5.906115538,5.929526823,5.906556771,5.921541753
6/27/82,5.503721528,5.543881597,5.505788889,5.53067283
6/28/82,5.946013802,6.846117101,5.94405816,6.448822656
6/29/82,6.448150087,6.416537066,6.467555295,6.428621875
6/30/82,6.469223177,6.517953993,6.564990972,6.468750347
7/1/82,4.303692882,4.533895573,4.308607378,4.39738316
7/2/82,4.247554774,4.402378906,4.249643576,4.332834549
7/3/82,3.920788715,4.043829427,3.925391753,3.983958333
7/4/82,3.732058507,3.855749219,3.736781163,3.795563281
7/5/82,3.477553038,3.607086979,3.483913108,3.547230556
7/6/82,3.505895747,3.640208767,3.510990799,3.57796224
7/7/82,3.317975781,3.454718403,3.327813802,3.391903125
7/8/82,3.04975599,3.179655556,3.056682552,3.114643142
7/9/82,2.771897917,2.898856684,2.78285651,2.832886198
7/10/82,2.60183151,2.735158247,2.610358247,2.66755599
7/11/82,2.496275347,2.645457118,2.506873958,2.577252257
7/12/82,2.395666406,2.558151736,2.405640972,2.487334462
7/13/82,2.293932378,2.461899826,2.305443924,2.390335503
7/14/82,2.200570486,2.381218576,2.212743316,2.307361198
7/15/82,2.113486285,2.302866493,2.125510156,2.228619792
7/16/82,2.040075781,2.235583594,2.053061111,2.159403819
7/17/82,1.95980191,2.161904514,1.973081771,2.084972049
7/18/82,1.888221788,2.094559549,1.901499392,2.016376736
7/19/82,1.829428385,2.040137847,1.843153993,1.961091753
7/20/82,1.739627951,1.949107378,1.75389184,1.869216059
7/21/82,1.676686285,1.894229774,1.690390451,1.813458247
7/22/82,1.622299566,1.843198003,1.636203472,1.761522569
7/23/82,1.578105208,1.800873524,1.592240451,1.718974653
7/24/82,1.521874566,1.746996875,1.535683681,1.664358854
7/25/82,1.473696701,1.700192361,1.486832118,1.617245139
7/26/82,1.430592448,1.659385677,1.444131858,1.575864063
7/27/82,1.379946615,1.610776736,1.393674479,1.52705651
7/28/82,1.341715104,1.573418663,1.355192448,1.48948967
7/29/82,1.294815799,1.52803941,1.308175781,1.444429774
7/30/82,1.258184462,1.493350174,1.272021788,1.408680903
7/31/82,1.216320399,1.452399045,1.230117101,1.367702691
8/1/82,1.185171181,1.421574826,1.199550174,1.337440451
8/2/82,1.147224045,1.383962847,1.160600955,1.29906901
8/3/82,1.119176997,1.355675434,1.133026736,1.271667448
8/4/82,1.084509201,1.31904184,1.098272049,1.234092708
8/5/82,1.052285677,1.29061224,1.065308247,1.206449653
8/6/82,1.024569271,1.261726736,1.037773524,1.176626389
8/7/82,0.992313021,1.231059375,1.005704601,1.146922743
8/8/82,0.968144531,1.205132726,0.980536285,1.120603385
8/9/82,0.934206858,1.17425434,0.947314063,1.090052257
8/10/82,0.912447656,1.150213368,0.925082031,1.065415451
8/11/82,0.886113628,1.124601563,0.898727691,1.040696267
8/12/82,0.86170816,1.099136458,0.874025434,1.014695139
8/13/82,0.835240972,1.073610417,0.847516493,0.989913889
8/14/82,0.816262326,1.052949219,0.828542361,0.968882552
8/15/82,0.791816233,1.028696094,0.803796094,0.945453212
8/16/82,0.771455208,1.007295747,0.783365104,0.92362066
8/17/82,0.750182378,0.983793056,0.76215434,0.900844705
8/18/82,0.730511979,0.964313368,0.741934375,0.881028733
8/19/82,0.709822569,0.942393924,0.721294618,0.859793142
8/20/82,0.692172135,0.923169271,0.703347396,0.840347309
8/21/82,0.672576215,0.905976997,0.683765017,0.823850174
8/22/82,0.655740538,0.887315451,0.666771354,0.804955035
8/23/82,0.637309201,0.867102257,0.648030816,0.785464063
8/24/82,0.620149653,0.851716667,0.63079566,0.769943056
8/25/82,0.604169358,0.833658854,0.614721701,0.752539757
8/26/82,0.588490365,0.819071094,0.598786545,0.737862847
8/27/82,0.57456276,0.802084201,0.584694184,0.721574479
8/28/82,0.559330642,0.787467101,0.569463194,0.706942708
8/29/82,0.550869358,0.773911892,0.560855208,0.694336545
8/30/82,0.534542622,0.756760243,0.544453993,0.677219878
8/31/82,0.520183941,0.744177778,0.529888802,0.665267101
9/1/82,0.507975,0.729605816,0.51759184,0.650718837
9/2/82,0.494550694,0.716297743,0.504000521,0.637963715
9/3/82,0.481765104,0.701583594,0.491075,0.623369184
9/4/82,0.470827951,0.688945833,0.480088194,0.611283247
9/5/82,0.458233073,0.675893924,0.46726875,0.598359983
9/6/82,0.447383941,0.664444444,0.456333854,0.587540191
9/7/82,0.438814323,0.652859549,0.447616406,0.576028646
9/8/82,0.425578472,0.640435069,0.434382813,0.564196615
9/9/82,0.415309375,0.629062326,0.423862066,0.553007813
9/10/82,0.406586285,0.618107118,0.415034028,0.54255026
9/11/82,0.396347656,0.607026649,0.404566319,0.531666146
9/12/82,0.387049045,0.597649045,0.395320747,0.522869705
9/13/82,0.379453299,0.586992882,0.387534288,0.512431337
9/14/82,0.370205469,0.577497917,0.378227778,0.503500608
9/15/82,3.521490104,6.954533941,3.533314236,5.487852951
9/16/82,3.689745313,4.152822917,3.728036632,3.865589497
9/17/82,0.417873264,0.779958247,0.426827691,0.64291658
9/18/82,0.896723524,1.779675174,0.909015972,1.433353819
9/19/82,3.165804688,3.49991033,3.155093229,3.406659028
9/20/82,0.435030556,0.900973351,0.471542274,0.708903993
9/21/82,0.41872526,0.85075408,0.431402517,0.691414931
9/22/82,0.406796181,0.821688021,0.417075434,0.672551389
9/23/82,5.222215104,10.65068559,5.233566406,8.345099479
9/24/82,8.519706858,9.812984549,8.691348611,9.129648351
9/25/82,12.12858472,14.30304236,12.2336579,13.28444609
9/26/82,4.307344618,6.371826997,4.383199392,5.769722743
9/27/82,1.999456424,4.454816753,2.051133681,3.676792708
9/28/82,1.804345833,4.107828472,1.827830469,3.361497569
9/29/82,3.273070486,5.562551042,3.319758767,4.805427431
9/30/82,0.871253906,2.996471788,0.87969375,2.292275781
10/1/82,0.818634375,2.736892708,0.827111458,2.096793924
10/2/82,0.791459635,2.525028819,0.800498698,1.941024132
10/3/82,0.767268576,2.36509158,0.777033247,1.822757986
10/4/82,0.748375694,2.229923177,0.759107465,1.723530295
10/5/82,0.723650868,2.105519271,0.733543056,1.63045842
10/6/82,1.006789063,2.557050347,1.027558594,1.994312847
10/7/82,1.18532691,2.512762326,1.283923785,2.043536806
10/8/82,0.701258594,1.877278993,0.711986979,1.468816059
10/9/82,0.68690217,1.80037474,0.697530122,1.411934288
10/10/82,0.670645399,1.728153646,0.681157118,1.357888368
10/11/82,0.654292708,1.660986979,0.664283073,1.306602691
10/12/82,0.639398003,1.60063967,0.649606163,1.26102934
10/13/82,0.622733854,1.542244618,0.632505295,1.216320399
10/14/82,0.607664236,1.489401649,0.617813715,1.17559158
10/15/82,0.597073524,1.443549566,0.607578472,1.141298438
10/16/82,0.58298342,1.397599306,0.59258559,1.105866667
10/17/82,0.572839583,1.357230469,0.582465451,1.075607813
10/18/82,0.55700599,1.313965972,0.566373438,1.041347396
10/19/82,0.545755122,1.277013021,0.555323438,1.01331276
10/20/82,0.541657639,1.248076736,0.551356858,0.992626736
10/21/82,2.951251649,6.217242101,2.975043229,4.865169878
10/22/82,8.294103819,9.591323264,8.319453819,9.019174306
10/23/82,11.76303307,13.397677,11.63412995,12.83903021
10/24/82,14.16825877,18.1595533,14.38280391,17.03263385
10/25/82,44.05656215,57.72610391,44.57659488,52.72932595
10/26/82,20.5997447,39.7030145,22.09433168,32.9837388
10/27/82,9.326124392,20.34997656,9.924948177,16.01584427
10/28/82,6.765137934,14.0484737,7.074386719,11.19079384
10/29/82,14.54517413,21.96075668,14.4056566,19.03839731
10/30/82,15.60149861,21.29910634,16.09503255,19.15380503
10/31/82,13.25019019,18.72623255,13.80155495,16.82419149
11/1/82,8.406326997,12.37891372,8.960630295,10.7344092
11/2/82,7.431496267,10.33699063,7.92596684,9.033874913
11/3/82,6.591822656,8.865325174,7.019680642,7.807498698
11/4/82,5.883198524,7.798838802,6.256335764,6.915418837
11/5/82,5.380688715,6.783454167,5.709701563,6.030913281
11/6/82,4.730194444,6.042969878,5.024813715,5.391286198
11/7/82,4.268247569,5.421431076,4.535747396,4.847921181
11/8/82,3.987244444,5.394963889,4.247452083,4.682147483
11/9/82,3.756895052,4.709171007,3.993330295,4.225959201
11/10/82,3.558957639,4.416555903,3.780176563,3.978468316
11/11/82,3.420646441,4.21818967,3.66913151,3.812141667
11/12/82,3.346363628,4.020861632,3.441204948,3.681882118
11/13/82,3.090590885,3.821264236,3.237919705,3.447844878
11/14/82,2.911188628,3.921661024,3.06785217,3.372827431
11/15/82,2.818095313,4.666157031,2.967948524,3.627400608
11/16/82,2.727308594,4.623427431,2.872703212,3.545298611
11/17/82,8.810357292,11.59690955,7.996983854,10.37732448
11/18/82,15.15252352,17.16695703,15.42962552,15.78987899
11/19/82,6.123806858,7.580419618,6.483212847,6.85356276
11/20/82,4.755678733,5.904104601,5.093460938,5.34509783
11/21/82,4.44489184,5.34418151,4.727892361,4.900345486
11/22/82,10.25867578,10.61013733,10.37667448,10.36955833
11/23/82,5.803899653,6.344564236,5.999739236,6.081545573
11/24/82,5.32796875,6.476920486,5.20326467,5.81315651
11/25/82,4.729367274,6.577179601,4.763660417,5.526646441
11/26/82,4.442784983,6.754646528,4.593264497,5.455096788
11/27/82,12.04409036,13.16506727,12.4401322,12.65686319
11/28/82,17.92760599,19.33986189,18.08817856,18.47277318
11/29/82,13.47118793,13.86542873,13.79549054,13.96522969
11/30/82,11.40825156,12.08659201,11.59229071,11.70708342
12/1/82,7.761748177,8.194723785,7.919817795,7.933776997
12/2/82,6.534430816,6.855544358,6.651606858,6.666548958
12/3/82,6.835473351,6.49151276,6.649970573,6.636432292
12/4/82,6.659280469,6.438658507,5.853632552,6.554997222
12/5/82,5.381517014,6.658507465,5.320920313,5.981030295
12/6/82,5.049369271,7.184330382,5.087761024,5.986894965
12/7/82,4.652045486,5.414141146,4.708189236,5.025649913
12/8/82,4.303525868,4.948556076,4.359127951,4.638553472
12/9/82,4.037619444,5.531342014,4.096094618,4.74314592
12/10/82,3.934843837,6.210042448,4.006610156,5.01642691
12/11/82,3.903048003,6.898998438,3.993944184,5.184316493
12/12/82,14.19744219,16.80556267,14.55852283,15.47799297
12/13/82,5.585861892,7.044881684,5.74978151,6.440067969
12/14/82,5.324623958,6.475340625,5.390926215,5.992729167
12/15/82,5.152457465,6.59201901,5.16990816,5.887180903
12/16/82,11.70726398,12.71609106,11.86867161,12.26512083
12/17/82,9.601329427,10.13189757,9.849667795,10.04922118
12/18/82,6.451128125,7.039384896,6.817815017,6.771616493
12/19/82,6.618803299,6.814366406,6.360169878,6.703394705
12/20/82,25.37853229,26.56774453,24.18693785,25.74203125
12/21/82,13.67950052,13.99988733,13.73624575,13.93663646
12/22/82,15.5850342,15.59322917,15.81011137,15.73895668
12/23/82,9.267044358,10.36538299,9.346089323,9.401104601
12/24/82,7.541968056,7.93263724,7.611422135,7.688564497
12/25/82,6.465869358,6.775948698,6.529736372,6.610704253
12/26/82,8.861684722,8.578580382,8.730482899,8.698091233
12/27/82,5.754102431,5.889793316,5.770760938,5.800946441
12/28/82,5.274437413,5.436162153,5.245075694,5.343046267
12/29/82,4.791200781,5.014103385,4.800283854,4.893471962
12/30/82,4.431439323,4.686022656,4.44687908,4.553274826
12/31/82,4.144140451,4.415301042,4.160271962,4.280727344
1/1/83,3.928111372,4.215195833,3.947928472,4.075559809
1/2/83,3.756825087,4.030818142,3.780324392,3.900511198
1/3/83,3.635117101,4.62014809,3.663692274,4.068265365
1/4/83,3.543279774,4.98134158,3.578955295,4.151398785
1/5/83,3.570402604,5.694726736,3.617928212,4.55573151
1/6/83,3.820417882,6.533760503,3.880329601,5.663137413
1/7/83,4.071251302,7.009467969,4.137475694,5.685270139
1/8/83,4.355004514,7.405877691,4.444627778,5.966917622
1/9/83,4.803734722,8.955504774,4.909733247,6.919471181
1/10/83,5.183617969,9.441055903,5.329141233,7.474102865
1/11/83,5.760767188,10.65494444,5.945265625,8.346965972
1/12/83,6.286802257,10.40970825,6.503300781,8.727098611
1/13/83,6.859776128,10.65623993,7.1396,9.250654427
1/14/83,8.529652083,10.68256832,8.822670052,9.561014757
1/15/83,7.895832118,10.36791979,8.135906684,9.49435816
1/16/83,9.824060503,12.01583793,9.924078125,11.19215477
1/17/83,9.096664236,10.51913056,9.448551215,10.05750981
1/18/83,12.53546441,13.66037405,12.65314826,13.1752901
1/19/83,7.573934288,8.485903472,7.709540538,8.007535069
1/20/83,6.717970052,7.37283941,6.911814497,7.084215712
1/21/83,6.027942014,6.572440017,6.223905729,6.339960069
1/22/83,11.59624488,11.56651189,11.84946163,11.88304609
1/23/83,9.35554592,9.449463021,9.63634592,9.360356597
1/24/83,18.04242691,17.81841276,17.76741146,18.10245486
1/25/83,11.07502839,10.73942188,10.8329474,10.83767908
1/26/83,12.81931467,12.46609384,12.75226085,12.64496458
1/27/83,18.75041571,18.42136788,18.60651406,18.52718247
1/28/83,10.69694167,10.47161059,10.67958802,10.53519323
1/29/83,10.74126467,10.41004679,10.65909835,10.56943559
1/30/83,7.868073958,7.880505208,7.922374913,7.870689757
1/31/83,6.804781163,6.93766441,6.863194271,6.872297656
2/1/83,6.056622135,6.228745747,6.120403385,6.147106424
2/2/83,5.487911632,5.708635156,5.563807031,5.609770833
2/3/83,5.033809896,5.267281771,5.114097309,5.167835156
2/4/83,4.669943056,4.959808073,4.757676128,4.835413194
2/5/83,5.232849826,5.497310677,5.354031944,5.415234635
2/6/83,5.117024566,5.376676997,5.199417708,5.255122483
2/7/83,11.72888438,11.88312734,11.87087778,11.8147408
2/8/83,9.042938802,9.2911,9.50470625,9.20761224
2/9/83,8.881594358,9.091176476,9.162967622,9.050070747
2/10/83,11.91571198,11.51960469,11.51884748,12.04933212
2/11/83,12.50595825,12.10409688,12.24165087,12.25486415
2/12/83,25.75679844,26.25915365,25.87319922,25.65742405
2/13/83,24.04073411,21.95534905,23.52073863,22.97070208
2/14/83,13.74703507,13.30318663,13.52156181,13.59718186
2/15/83,10.79246345,11.19457535,10.69722266,10.96615226
2/16/83,9.831341406,10.49566285,9.965983941,10.17009635
2/17/83,8.435341146,9.198617188,7.997038021,8.797532205
2/18/83,19.11147153,20.98965668,19.22339002,19.97802083
2/19/83,9.325669618,10.02850469,9.424125434,9.858028646
2/20/83,9.511578646,10.90511545,9.231999653,10.3150204
2/21/83,7.932561632,10.60230234,8.011637066,9.294731424
2/22/83,7.324830816,10.89811892,7.508033767,9.125088194
2/23/83,7.026973958,11.03253802,7.263961024,9.715661719
2/24/83,6.881735069,10.94732144,7.171758073,9.182011719
2/25/83,17.54935226,20.13612318,18.68456484,18.87173889
2/26/83,12.62815035,14.95872648,12.97882422,13.9676638
2/27/83,9.557654167,10.72696128,9.957596007,10.34182387
2/28/83,16.90903681,17.61987274,17.51127873,17.41833325
3/1/83,24.85312465,24.98558021,25.10780052,25.30879384
3/2/83,20.87630616,21.40999679,21.06251198,21.20841441
3/3/83,15.42750625,15.79194297,15.71559505,15.59914123
3/4/83,11.63416832,11.86180148,11.88710295,11.74316406
3/5/83,9.092302691,9.185880122,9.306518316,9.168964323
3/6/83,8.140754601,8.203346441,8.281826042,8.209843056
3/7/83,8.722166059,8.778398958,8.762686111,8.734561198
3/8/83,6.898196094,7.841350608,6.94073724,7.347692535
3/9/83,6.447491059,8.498649566,6.475724306,7.365128559
3/10/83,11.09840694,13.47430252,11.53507491,12.41769705
3/11/83,6.874571528,10.36978854,7.130196441,8.713149566
3/12/83,17.29083733,20.23264366,17.75880686,18.59254696
3/13/83,32.61992387,35.78145052,32.95007422,34.43570451
3/14/83,15.15854505,16.60911372,15.56984948,16.27567726
3/15/83,12.08986571,12.68407292,12.12182743,12.54114627
3/16/83,10.64535017,10.95950443,10.22744418,10.91325286
3/17/83,8.28846033,8.603937153,8.485411458,8.534047483
3/18/83,7.216596788,7.462006771,7.410891493,7.420413542
3/19/83,6.509865104,6.8172,6.608570313,6.735884549
3/20/83,6.481630729,6.623532726,6.299836111,6.610511285
3/21/83,5.813070747,6.204442969,6.055314236,6.078372309
3/22/83,7.395925694,7.621204861,7.382219271,7.437601302
3/23/83,5.333200347,5.545339583,5.423545833,5.588607465
3/24/83,5.014141753,5.191638021,5.234248003,5.17744184
3/25/83,4.472932118,4.690851389,4.736508247,4.646938021
3/26/83,4.32748559,4.649269444,4.447327083,4.555291406
3/27/83,4.520888802,4.878251128,4.667995313,4.766429688
3/28/83,3.924606337,4.212455903,4.095735764,4.12560191
3/29/83,3.760356076,4.02072283,3.912535069,3.954425087
3/30/83,4.762841146,5.527611285,4.495817535,5.124176823
3/31/83,11.3618849,13.52081137,11.52571649,12.28223976
4/1/83,4.718144618,7.601887674,4.927178299,6.04459375
4/2/83,6.312385851,7.836578299,5.663288628,7.166216146
4/3/83,5.607151649,6.662281076,5.296300434,6.214519097
4/4/83,4.563481858,5.201267274,4.850532465,4.979785417
4/5/83,5.283982031,5.572803212,4.926022743,5.501677865
4/6/83,4.159052083,4.820428212,4.404819792,4.542301563
4/7/83,4.021976563,6.655548611,4.707222135,5.194634115
4/8/83,4.039360677,7.283974479,4.42245217,5.432353559
4/9/83,4.253721875,8.62497526,4.68354566,6.809360503
4/10/83,4.591010938,9.874566406,5.136470399,7.127542274
4/11/83,4.780315538,10.37598047,5.523616493,7.336188889
4/12/83,6.669780903,9.964922049,7.49535651,8.58742309
4/13/83,5.132357118,7.085830556,6.002739844,6.370528125
4/14/83,4.584648611,6.454232552,5.323711024,5.720078993
4/15/83,4.650585243,8.352882552,5.347742969,6.421273264
4/16/83,5.196856076,9.809945573,5.990623438,8.308996267
4/17/83,6.327789497,12.89310321,7.31637066,10.78825538
4/18/83,12.8954967,17.56777005,14.50695955,16.1907428
4/19/83,15.45640191,21.57828924,17.48747023,19.80314939
4/20/83,18.49973238,26.56849045,19.28591753,23.78286128
4/21/83,13.43687786,22.08399262,15.79142613,18.85285391
4/22/83,17.96084401,23.049975,18.83647526,21.40763715
4/23/83,25.04972144,28.85361285,25.72872995,27.90561944
4/24/83,29.15545095,30.33527205,27.39109931,30.19236233
4/25/83,17.53654974,18.16549132,18.61280868,17.80098576
4/26/83,15.90171398,17.28487899,17.03035773,16.79466389
4/27/83,16.18617248,17.1647599,17.01086337,16.86231467
4/28/83,12.69009444,13.09880451,13.10378672,13.01471189
4/29/83,19.43517604,20.78125156,20.00752135,20.1079599
4/30/83,14.1133112,14.69367431,14.3238401,14.62122977
5/1/83,11.68868368,13.0266658,12.03781944,12.54321814
5/2/83,13.07673611,13.82517387,12.25527943,14.39253698
5/3/83,11.5731191,13.91929974,11.88004549,13.39844549
5/4/83,11.50797014,14.99898134,12.79228438,14.065877
5/5/83,20.41069175,26.71044323,21.36307943,23.77167925
5/6/83,14.94913898,20.42948194,15.49077856,17.72664878
5/7/83,14.63481432,17.59847578,15.09768429,16.5734145
5/8/83,14.18023299,16.31790582,14.47402396,15.77721189
5/9/83,13.59497005,15.741375,13.98354366,15.29524592
5/10/83,15.21213733,16.08383134,15.60876259,16.11956441
5/11/83,12.42815122,13.63421267,12.7998474,13.31573637
5/12/83,13.17179635,13.38550755,13.51618689,13.53198325
5/13/83,12.28139115,12.98918585,12.21902726,12.82868099
5/14/83,12.15132682,13.55540582,12.43741033,13.28248819
5/15/83,12.1949434,13.83253602,12.5803776,13.54161137
5/16/83,12.62110981,14.44685825,13.00435929,14.04923767
5/17/83,13.01636962,15.7257592,13.42017873,15.31660451
5/18/83,14.36416493,16.1596263,14.62811571,15.72908932
5/19/83,14.67436953,16.22553811,14.95522031,16.71284288
5/20/83,15.79114514,17.22708316,15.9190033,16.97727101
5/21/83,16.93760069,17.82770122,17.04992882,17.94880998
5/22/83,18.6118145,19.1932553,18.69574462,18.77116606
5/23/83,21.04430295,21.79227691,21.13753281,21.24451424
5/24/83,21.12949809,22.22156354,21.28857543,21.59616988
5/25/83,20.95954792,22.54088733,21.13943203,21.8770579
5/26/83,22.10165095,23.9031237,22.33123637,23.23507378
5/27/83,23.83378811,25.1972105,24.09018715,23.8213467
5/28/83,24.38071007,25.86615981,24.6377072,25.48756753
5/29/83,25.21675451,24.6123651,25.41091155,24.58079271
5/30/83,24.99156111,23.73250095,25.15169583,24.02104002
5/31/83,23.90706207,21.92574809,24.07831111,22.42822292
6/1/83,23.20329826,20.33712665,23.32477604,20.92540486
6/2/83,20.70849783,18.05971962,20.72035582,18.70359766
6/3/83,18.86284991,16.93358672,18.75538889,17.62446901
6/4/83,18.83986632,17.58900339,18.78495486,18.23644965
6/5/83,19.15395851,17.25766589,19.01233073,17.99857448
6/6/83,19.69728854,18.63152778,19.59410781,19.41563655
6/7/83,22.29122075,19.23517127,22.23210009,21.09519705
6/8/83,21.120775,18.57533889,21.08954905,19.61543255
6/9/83,20.72396693,18.75210616,20.7655658,19.7351533
6/10/83,20.03727352,18.08335547,20.10268655,19.04899592
6/11/83,19.70306406,17.94530382,19.76104722,18.84754106
6/12/83,19.0763625,17.89632361,19.24217118,18.73612925
6/13/83,19.49956102,17.79944878,19.49299783,18.6532204
6/14/83,18.94224245,17.55146814,18.89270929,18.39411753
6/15/83,19.71126354,16.88672127,19.63043898,17.71610208
6/16/83,21.99585217,18.94870747,21.90538932,19.7983816
6/17/83,20.76534913,18.14140069,20.68746311,18.90600833
6/18/83,18.65715877,16.02818524,18.54229384,16.71308663
6/19/83,15.94255451,13.96921884,15.85081424,14.53457891
6/20/83,15.4460651,13.7692355,15.34962248,14.25724783
6/21/83,14.29392318,12.92069549,14.21217778,13.33122691
6/22/83,15.13203498,14.02338889,15.06769852,14.36721745
6/23/83,14.13432335,12.90026675,14.0840928,13.18316233
6/24/83,13.31847969,12.03499262,13.28662969,12.25888602
6/25/83,13.41918229,12.71143498,13.39903568,12.88640122
6/26/83,11.72142969,11.17456302,11.70741181,11.31107431
6/27/83,11.0977355,10.65752977,11.09316632,10.76301936
6/28/83,10.26934549,10.21945686,10.2672059,10.30159384
6/29/83,9.885063455,9.637447309,9.887254948,9.698943403
6/30/83,9.524858507,9.072740625,9.533009462,9.117160677
7/1/83,10.88405703,10.38535017,10.89209401,10.4145934
7/2/83,9.221841146,8.827751563,9.236469531,8.84729783
7/3/83,8.1069625,7.906836979,8.12098151,7.916317274
7/4/83,7.498884115,7.379376649,7.516890017,7.379558333
7/5/83,7.330837674,7.234321701,7.347899045,7.224598785
7/6/83,6.630943403,6.609449392,6.649626389,6.592424132
7/7/83,6.103390538,6.093149653,6.122847656,6.068824306
